STARTING PORTFOLIO BACKTEST - Initial Capital: Rs. 500000.0
--------------------------------------------------
[2020-05-27] SELL AMBUJACEM  | Reason: TRAILING STOP        | PnL: Rs.   133.50
[2020-05-27] BUY  ASAHIINDIA | Qty:  333 | Cost: Rs. 49983.30
[2020-05-27] SELL ASIANPAINT | Reason: TRAILING STOP        | PnL: Rs.    46.50
[2020-05-27] BUY  ASTERDM    | Qty:  555 | Cost: Rs. 49922.25
[2020-05-27] BUY  ATUL       | Qty:   11 | Cost: Rs. 49032.50
[2020-05-27] BUY  AXISBANK   | Qty:  129 | Cost: Rs. 49923.00
[2020-05-27] SELL BLS        | Reason: TRAILING STOP        | PnL: Rs.  -318.45
[2020-05-27] BUY  BLUESTARCO | Qty:  205 | Cost: Rs. 49835.50
[2020-05-28] SELL ACE        | Reason: HARD STOP (1%)       | PnL: Rs. -1110.90
[2020-05-28] SELL APOLLOHOSP | Reason: TRAILING STOP        | PnL: Rs.   566.10
[2020-05-28] SELL ASTERDM    | Reason: TRAILING STOP        | PnL: Rs.   -27.75
[2020-05-28] SELL ATUL       | Reason: HARD STOP (1%)       | PnL: Rs.  -516.45
[2020-05-28] BUY  BBTC       | Qty:   54 | Cost: Rs. 49504.50
[2020-05-28] BUY  BDL        | Qty:  419 | Cost: Rs. 49986.70
[2020-05-28] BUY  BEL        | Qty: 2155 | Cost: Rs. 49996.00
[2020-05-28] BUY  BEML       | Qty:   82 | Cost: Rs. 49429.60
[2020-05-28] SELL BIRLACORPN | Reason: TRAILING STOP        | PnL: Rs.  6318.90
[2020-05-28] BUY  BORORENEW  | Qty: 1420 | Cost: Rs. 49984.00
[2020-05-29] SELL AXISBANK   | Reason: TRAILING STOP        | PnL: Rs.  -264.45
[2020-05-29] BUY  BAJAJ-AUTO | Qty:   18 | Cost: Rs. 48789.00
[2020-05-29] SELL BALKRISIND | Reason: TRAILING STOP        | PnL: Rs.  5222.40
[2020-05-29] SELL BAYERCROP  | Reason: TRAILING STOP        | PnL: Rs.  3862.00
[2020-05-29] SELL BBTC       | Reason: TRAILING STOP        | PnL: Rs.  -467.10
[2020-05-29] SELL BDL        | Reason: HARD STOP (1%)       | PnL: Rs.  -754.20
[2020-05-29] SELL BEL        | Reason: TRAILING STOP        | PnL: Rs.  -323.25
[2020-05-29] SELL BEML       | Reason: HARD STOP (1%)       | PnL: Rs. -1783.50
[2020-05-29] BUY  BERGEPAINT | Qty:  122 | Cost: Rs. 49995.60
[2020-05-29] BUY  BHARATFORG | Qty:  153 | Cost: Rs. 49885.65
[2020-05-29] BUY  BHEL       | Qty: 1785 | Cost: Rs. 49980.00
[2020-05-29] BUY  BIOCON     | Qty:  140 | Cost: Rs. 49658.00
[2020-05-29] SELL BORORENEW  | Reason: TRAILING STOP        | PnL: Rs.  -355.00
[2020-05-29] BUY  BOSCHLTD   | Qty:    5 | Cost: Rs. 48605.75
[2020-05-29] BUY  BPCL       | Qty:  155 | Cost: Rs. 49879.00
[2020-05-29] BUY  BRIGADE    | Qty:  498 | Cost: Rs. 49949.40
[2020-06-01] SELL BERGEPAINT | Reason: TRAILING STOP        | PnL: Rs.  -170.80
[2020-06-01] BUY  CANBK      | Qty: 3293 | Cost: Rs. 49987.74
[2020-06-02] SELL APARINDS   | Reason: TRAILING STOP        | PnL: Rs.  2872.40
[2020-06-02] BUY  APLAPOLLO  | Qty:  320 | Cost: Rs. 49968.00
[2020-06-02] SELL BHARATFORG | Reason: TRAILING STOP        | PnL: Rs.  1193.40
[2020-06-02] SELL BIOCON     | Reason: TRAILING STOP        | PnL: Rs.  3920.00
[2020-06-02] BUY  BLS        | Qty: 5154 | Cost: Rs. 49993.80
[2020-06-02] SELL BPCL       | Reason: TRAILING STOP        | PnL: Rs.  -186.00
[2020-06-02] BUY  CASTROLIND | Qty:  401 | Cost: Rs. 49904.45
[2020-06-02] BUY  CENTRALBK  | Qty: 3367 | Cost: Rs. 49999.95
[2020-06-03] SELL BAJAJ-AUTO | Reason: TRAILING STOP        | PnL: Rs.  1312.20
[2020-06-03] BUY  BAJAJHLDNG | Qty:   21 | Cost: Rs. 47830.65
[2020-06-03] SELL BHEL       | Reason: HARD STOP (1%)       | PnL: Rs.  -535.50
[2020-06-03] SELL BLUESTARCO | Reason: TRAILING STOP        | PnL: Rs.  5258.25
[2020-06-03] BUY  BRITANNIA  | Qty:   14 | Cost: Rs. 49144.20
[2020-06-03] BUY  CANFINHOME | Qty:  158 | Cost: Rs. 49793.70
[2020-06-03] BUY  CARBORUNIV | Qty:  211 | Cost: Rs. 49764.35
[2020-06-03] SELL CASTROLIND | Reason: TRAILING STOP        | PnL: Rs.  -160.40
[2020-06-03] BUY  CCL        | Qty:  241 | Cost: Rs. 49899.05
[2020-06-04] SELL APLAPOLLO  | Reason: TRAILING STOP        | PnL: Rs.    48.00
[2020-06-04] SELL ASAHIINDIA | Reason: TRAILING STOP        | PnL: Rs.  9174.15
[2020-06-04] BUY  AUBANK     | Qty:  211 | Cost: Rs. 49975.35
[2020-06-04] BUY  AUROPHARMA | Qty:   65 | Cost: Rs. 49364.25
[2020-06-04] SELL BAJAJHLDNG | Reason: HARD STOP (1%)       | PnL: Rs.  -757.05
[2020-06-04] BUY  BBTC       | Qty:   46 | Cost: Rs. 49604.10
[2020-06-04] SELL BLS        | Reason: TRAILING STOP        | PnL: Rs.  2834.70
[2020-06-04] SELL BOSCHLTD   | Reason: TRAILING STOP        | PnL: Rs.  6182.50
[2020-06-04] SELL BRIGADE    | Reason: TRAILING STOP        | PnL: Rs.  5328.60
[2020-06-04] SELL BRITANNIA  | Reason: HARD STOP (1%)       | PnL: Rs.  -839.30
[2020-06-04] BUY  BSOFT      | Qty:  621 | Cost: Rs. 49990.50
[2020-06-04] SELL CANFINHOME | Reason: HARD STOP (1%)       | PnL: Rs. -1990.80
[2020-06-05] BUY  AAVAS      | Qty:   41 | Cost: Rs. 49126.20
[2020-06-05] BUY  ABFRL      | Qty:  365 | Cost: Rs. 49950.25
[2020-06-05] BUY  ACE        | Qty: 1009 | Cost: Rs. 49995.95
[2020-06-05] BUY  ALKYLAMINE | Qty:   59 | Cost: Rs. 49415.45
[2020-06-05] SELL AUROPHARMA | Reason: HARD STOP (1%)       | PnL: Rs. -1004.25
[2020-06-05] BUY  BALRAMCHIN | Qty:  403 | Cost: Rs. 49951.85
[2020-06-05] SELL CARBORUNIV | Reason: TRAILING STOP        | PnL: Rs.  1645.80
[2020-06-05] BUY  CENTURYPLY | Qty:  446 | Cost: Rs. 49929.70
[2020-06-08] SELL BBTC       | Reason: TRAILING STOP        | PnL: Rs.   289.80
[2020-06-08] BUY  BDL        | Qty:  406 | Cost: Rs. 49978.60
[2020-06-08] SELL CANBK      | Reason: TRAILING STOP        | PnL: Rs.  5598.10
[2020-06-08] SELL CENTURYPLY | Reason: TRAILING STOP        | PnL: Rs.  -200.70
[2020-06-08] BUY  CESC       | Qty:  770 | Cost: Rs. 49973.00
[2020-06-09] SELL ABFRL      | Reason: HARD STOP (1%)       | PnL: Rs. -2354.25
[2020-06-09] SELL ACE        | Reason: HARD STOP (1%)       | PnL: Rs.  -554.95
[2020-06-09] BUY  ADANIENSOL | Qty:  265 | Cost: Rs. 49939.25
[2020-06-09] BUY  AFFLE      | Qty:  164 | Cost: Rs. 49724.80
[2020-06-09] BUY  AJANTPHARM | Qty:   50 | Cost: Rs. 49732.50
[2020-06-09] SELL ALKYLAMINE | Reason: HARD STOP (1%)       | PnL: Rs. -1416.00
[2020-06-09] SELL AUBANK     | Reason: TRAILING STOP        | PnL: Rs.  1213.25
[2020-06-09] SELL BALRAMCHIN | Reason: TRAILING STOP        | PnL: Rs.   221.65
[2020-06-09] BUY  BANDHANBNK | Qty:  192 | Cost: Rs. 49891.20
[2020-06-09] SELL BDL        | Reason: HARD STOP (1%)       | PnL: Rs.  -933.80
[2020-06-09] BUY  BHEL       | Qty: 1631 | Cost: Rs. 49990.15
[2020-06-09] BUY  BORORENEW  | Qty:  661 | Cost: Rs. 49938.55
[2020-06-09] SELL BSOFT      | Reason: TRAILING STOP        | PnL: Rs.  1086.75
[2020-06-09] SELL CENTRALBK  | Reason: TRAILING STOP        | PnL: Rs.  3703.70
[2020-06-09] SELL CESC       | Reason: HARD STOP (1%)       | PnL: Rs. -1963.50
[2020-06-10] SELL AAVAS      | Reason: TRAILING STOP        | PnL: Rs.  5217.25
[2020-06-10] SELL AFFLE      | Reason: TRAILING STOP        | PnL: Rs.  -459.20
[2020-06-10] BUY  APLLTD     | Qty:   58 | Cost: Rs. 49700.20
[2020-06-10] BUY  CAPLIPOINT | Qty:  131 | Cost: Rs. 49714.50
[2020-06-10] SELL CCL        | Reason: TRAILING STOP        | PnL: Rs.  4084.95
[2020-06-10] BUY  CEATLTD    | Qty:   53 | Cost: Rs. 49645.10
[2020-06-11] BUY  ADANIGREEN | Qty:  150 | Cost: Rs. 49807.50
[2020-06-11] BUY  AIAENG     | Qty:   29 | Cost: Rs. 49575.50
[2020-06-11] SELL AJANTPHARM | Reason: TRAILING STOP        | PnL: Rs.  -372.50
[2020-06-11] SELL APLLTD     | Reason: HARD STOP (1%)       | PnL: Rs.  -719.20
[2020-06-11] BUY  BALAMINES  | Qty:  124 | Cost: Rs. 49965.80
[2020-06-11] SELL BANDHANBNK | Reason: TRAILING STOP        | PnL: Rs.  1468.80
[2020-06-11] SELL BHEL       | Reason: HARD STOP (1%)       | PnL: Rs. -1060.15
[2020-06-11] SELL CAPLIPOINT | Reason: HARD STOP (1%)       | PnL: Rs. -3694.20
[2020-06-12] SELL AIAENG     | Reason: HARD STOP (1%)       | PnL: Rs. -1828.45
[2020-06-12] BUY  APOLLOHOSP | Qty:   35 | Cost: Rs. 49126.00
[2020-06-12] SELL BALAMINES  | Reason: HARD STOP (1%)       | PnL: Rs.  -551.80
[2020-06-12] SELL CEATLTD    | Reason: HARD STOP (1%)       | PnL: Rs.  -696.95
[2020-06-15] BUY  ABFRL      | Qty:  363 | Cost: Rs. 49966.95
[2020-06-15] BUY  ACE        | Qty:  905 | Cost: Rs. 49956.00
[2020-06-15] BUY  APOLLOTYRE | Qty:  467 | Cost: Rs. 49922.30
[2020-06-15] BUY  ASTRAZEN   | Qty:   14 | Cost: Rs. 48046.60
[2020-06-15] BUY  ATGL       | Qty:  365 | Cost: Rs. 49986.75
[2020-06-15] BUY  BANKINDIA  | Qty: 1038 | Cost: Rs. 49979.70
[2020-06-16] BUY  3MINDIA    | Qty:    2 | Cost: Rs. 36959.20
[2020-06-16] SELL ABFRL      | Reason: HARD STOP (1%)       | PnL: Rs. -1869.45
[2020-06-16] SELL ACE        | Reason: HARD STOP (1%)       | PnL: Rs. -2715.00
[2020-06-16] BUY  ALKYLAMINE | Qty:   59 | Cost: Rs. 49701.60
[2020-06-16] BUY  AMBER      | Qty:   34 | Cost: Rs. 49580.50
[2020-06-16] SELL APOLLOHOSP | Reason: HARD STOP (1%)       | PnL: Rs. -1079.75
[2020-06-16] SELL APOLLOTYRE | Reason: HARD STOP (1%)       | PnL: Rs.  -513.70
[2020-06-16] BUY  ARE_M      | Qty:   74 | Cost: Rs. 49350.60
[2020-06-16] BUY  ASTERDM    | Qty:  434 | Cost: Rs. 49975.10
[2020-06-16] SELL ATGL       | Reason: TRAILING STOP        | PnL: Rs.  -127.75
[2020-06-16] BUY  BALKRISIND | Qty:   41 | Cost: Rs. 49167.20
[2020-06-16] BUY  BAYERCROP  | Qty:    8 | Cost: Rs. 45642.80
[2020-06-17] SELL AMBER      | Reason: HARD STOP (1%)       | PnL: Rs. -1706.80
[2020-06-17] BUY  ASTRAL     | Qty:  100 | Cost: Rs. 49940.00
[2020-06-17] SELL ASTRAZEN   | Reason: HARD STOP (1%)       | PnL: Rs.  -588.00
[2020-06-17] SELL BALKRISIND | Reason: TRAILING STOP        | PnL: Rs.   -82.00
[2020-06-17] SELL BANKINDIA  | Reason: TRAILING STOP        | PnL: Rs.  1245.60
[2020-06-17] BUY  BBTC       | Qty:   47 | Cost: Rs. 49364.10
[2020-06-17] BUY  BDL        | Qty:  373 | Cost: Rs. 49982.00
[2020-06-17] BUY  BHARATFORG | Qty:  139 | Cost: Rs. 49782.85
[2020-06-18] SELL ALKYLAMINE | Reason: TRAILING STOP        | PnL: Rs.   -53.10
[2020-06-18] SELL BAYERCROP  | Reason: TRAILING STOP        | PnL: Rs.   689.20
[2020-06-18] SELL BBTC       | Reason: TRAILING STOP        | PnL: Rs.  -204.45
[2020-06-18] BUY  BEL        | Qty: 1953 | Cost: Rs. 49996.80
[2020-06-18] BUY  BEML       | Qty:   79 | Cost: Rs. 49525.10
[2020-06-18] BUY  BHEL       | Qty: 1574 | Cost: Rs. 49974.50
[2020-06-19] SELL 3MINDIA    | Reason: TRAILING STOP        | PnL: Rs.   227.40
[2020-06-19] BUY  AAVAS      | Qty:   36 | Cost: Rs. 49197.60
[2020-06-19] SELL ARE_M      | Reason: TRAILING STOP        | PnL: Rs.   488.40
[2020-06-19] BUY  ASAHIINDIA | Qty:  286 | Cost: Rs. 49935.60
[2020-06-19] SELL ASTERDM    | Reason: TRAILING STOP        | PnL: Rs.  2018.10
[2020-06-19] BUY  AUBANK     | Qty:  205 | Cost: Rs. 49825.25
[2020-06-19] SELL BDL        | Reason: TRAILING STOP        | PnL: Rs.  -223.80
[2020-06-19] BUY  BERGEPAINT | Qty:  119 | Cost: Rs. 49634.90
[2020-06-22] SELL ASTRAL     | Reason: TRAILING STOP        | PnL: Rs.   725.00
[2020-06-22] BUY  ATGL       | Qty:  336 | Cost: Rs. 49879.20
[2020-06-22] SELL BHARATFORG | Reason: TRAILING STOP        | PnL: Rs.  2085.00
[2020-06-22] BUY  BLS        | Qty: 4385 | Cost: Rs. 49989.00
[2020-06-23] SELL AAVAS      | Reason: HARD STOP (1%)       | PnL: Rs. -1044.00
[2020-06-23] BUY  ABCAPITAL  | Qty:  791 | Cost: Rs. 49991.20
[2020-06-24] SELL ABCAPITAL  | Reason: TRAILING STOP        | PnL: Rs.  -158.20
[2020-06-24] BUY  ACC        | Qty:   39 | Cost: Rs. 49360.35
[2020-06-24] SELL ADANIGREEN | Reason: TRAILING STOP        | PnL: Rs. 16260.00
[2020-06-24] BUY  AFFLE      | Qty:  162 | Cost: Rs. 49725.90
[2020-06-24] SELL BEL        | Reason: TRAILING STOP        | PnL: Rs.  3710.70
[2020-06-24] SELL BEML       | Reason: TRAILING STOP        | PnL: Rs.  1335.10
[2020-06-24] BUY  BLUESTARCO | Qty:  197 | Cost: Rs. 49909.95
[2020-06-24] BUY  BSOFT      | Qty:  572 | Cost: Rs. 49935.60
[2020-06-25] SELL ACC        | Reason: HARD STOP (1%)       | PnL: Rs.  -567.45
[2020-06-25] BUY  ADANIENT   | Qty:  309 | Cost: Rs. 49949.85
[2020-06-25] SELL AFFLE      | Reason: HARD STOP (1%)       | PnL: Rs.  -761.40
[2020-06-25] SELL ASAHIINDIA | Reason: TRAILING STOP        | PnL: Rs.  3646.50
[2020-06-25] BUY  AVANTIFEED | Qty:  103 | Cost: Rs. 49620.25
[2020-06-25] BUY  BDL        | Qty:  336 | Cost: Rs. 49996.80
[2020-06-25] SELL BERGEPAINT | Reason: TRAILING STOP        | PnL: Rs.  1951.60
[2020-06-25] SELL BLUESTARCO | Reason: TRAILING STOP        | PnL: Rs.  -187.15
[2020-06-26] BUY  ABB        | Qty:   54 | Cost: Rs. 49374.90
[2020-06-26] SELL ATGL       | Reason: TRAILING STOP        | PnL: Rs.  5846.40
[2020-06-26] SELL AUBANK     | Reason: TRAILING STOP        | PnL: Rs.  8825.25
[2020-06-26] SELL AVANTIFEED | Reason: HARD STOP (1%)       | PnL: Rs. -1050.60
[2020-06-26] BUY  BALAMINES  | Qty:   95 | Cost: Rs. 49903.50
[2020-06-26] SELL BDL        | Reason: HARD STOP (1%)       | PnL: Rs. -1142.40
[2020-06-26] SELL BHEL       | Reason: TRAILING STOP        | PnL: Rs.  8106.10
[2020-06-26] BUY  BPCL       | Qty:  134 | Cost: Rs. 49935.10
[2020-06-26] BUY  CENTRALBK  | Qty: 2525 | Cost: Rs. 49995.00
[2020-06-26] BUY  CENTURYPLY | Qty:  414 | Cost: Rs. 49907.70
[2020-06-29] SELL ADANIENSOL | Reason: TRAILING STOP        | PnL: Rs. 21730.00
[2020-06-29] SELL ADANIENT   | Reason: HARD STOP (1%)       | PnL: Rs.  -587.10
[2020-06-29] BUY  ASTRAZEN   | Qty:   13 | Cost: Rs. 47065.20
[2020-06-29] SELL BALAMINES  | Reason: TRAILING STOP        | PnL: Rs.  -318.25
[2020-06-29] SELL BLS        | Reason: TRAILING STOP        | PnL: Rs. 17978.50
[2020-06-29] SELL BORORENEW  | Reason: TRAILING STOP        | PnL: Rs. 42436.20
[2020-06-29] SELL BPCL       | Reason: HARD STOP (1%)       | PnL: Rs. -1380.20
[2020-06-29] BUY  BRITANNIA  | Qty:   14 | Cost: Rs. 49269.50
[2020-06-29] BUY  CARBORUNIV | Qty:  181 | Cost: Rs. 49820.25
[2020-06-29] SELL CENTURYPLY | Reason: TRAILING STOP        | PnL: Rs.  -186.30
[2020-06-29] BUY  CESC       | Qty:  817 | Cost: Rs. 49959.55
[2020-06-30] BUY  ASTERDM    | Qty:  403 | Cost: Rs. 49911.55
[2020-06-30] SELL ASTRAZEN   | Reason: HARD STOP (1%)       | PnL: Rs.  -945.10
[2020-06-30] BUY  BEL        | Qty: 1692 | Cost: Rs. 49998.60
[2020-06-30] BUY  BOSCHLTD   | Qty:    4 | Cost: Rs. 45672.40
[2020-06-30] SELL BSOFT      | Reason: TRAILING STOP        | PnL: Rs.  1229.80
[2020-06-30] SELL CENTRALBK  | Reason: HARD STOP (1%)       | PnL: Rs. -4671.25
[2020-07-01] SELL ASTERDM    | Reason: HARD STOP (1%)       | PnL: Rs.  -765.70
[2020-07-01] SELL BOSCHLTD   | Reason: HARD STOP (1%)       | PnL: Rs.  -514.60
[2020-07-01] SELL BRITANNIA  | Reason: TRAILING STOP        | PnL: Rs.   373.80
[2020-07-01] BUY  BSE        | Qty:  317 | Cost: Rs. 49864.10
[2020-07-01] BUY  CAPLIPOINT | Qty:  144 | Cost: Rs. 49896.00
[2020-07-01] SELL CARBORUNIV | Reason: TRAILING STOP        | PnL: Rs.   190.05
[2020-07-02] BUY  ABCAPITAL  | Qty:  741 | Cost: Rs. 49980.45
[2020-07-02] BUY  ACE        | Qty:  850 | Cost: Rs. 49980.00
[2020-07-02] BUY  APLAPOLLO  | Qty:  282 | Cost: Rs. 49843.50
[2020-07-02] BUY  BANDHANBNK | Qty:  144 | Cost: Rs. 49860.00
[2020-07-02] BUY  BAYERCROP  | Qty:    8 | Cost: Rs. 49617.20
[2020-07-02] BUY  CANFINHOME | Qty:  139 | Cost: Rs. 49845.40
[2020-07-02] SELL CAPLIPOINT | Reason: HARD STOP (1%)       | PnL: Rs. -1188.00
[2020-07-02] SELL CESC       | Reason: TRAILING STOP        | PnL: Rs.  2001.65
[2020-07-03] SELL ABCAPITAL  | Reason: HARD STOP (1%)       | PnL: Rs. -1370.85
[2020-07-03] BUY  ADANIENT   | Qty:  312 | Cost: Rs. 49920.00
[2020-07-03] BUY  ADANIPORTS | Qty:  138 | Cost: Rs. 49735.20
[2020-07-03] BUY  AFFLE      | Qty:  164 | Cost: Rs. 49995.40
[2020-07-03] BUY  ALKYLAMINE | Qty:   55 | Cost: Rs. 49260.75
[2020-07-03] BUY  ALLCARGO   | Qty: 2358 | Cost: Rs. 49989.60
[2020-07-03] SELL ALOKINDS   | Reason: TRAILING STOP        | PnL: Rs. 149232.30
[2020-07-03] BUY  APOLLOTYRE | Qty:  437 | Cost: Rs. 49927.25
[2020-07-03] BUY  ARE_M      | Qty:   72 | Cost: Rs. 49723.20
[2020-07-03] BUY  ASTRAL     | Qty:   90 | Cost: Rs. 49941.00
[2020-07-03] BUY  BAJAJ-AUTO | Qty:   17 | Cost: Rs. 49850.80
[2020-07-03] SELL BAYERCROP  | Reason: HARD STOP (1%)       | PnL: Rs. -1097.20
[2020-07-03] BUY  BDL        | Qty:  267 | Cost: Rs. 49969.05
[2020-07-03] BUY  BEML       | Qty:   75 | Cost: Rs. 49507.50
[2020-07-03] SELL BSE        | Reason: TRAILING STOP        | PnL: Rs.  -221.90
[2020-07-03] SELL CANFINHOME | Reason: HARD STOP (1%)       | PnL: Rs.  -729.75
[2020-07-03] BUY  CDSL       | Qty:  176 | Cost: Rs. 49922.40
[2020-07-03] BUY  CEATLTD    | Qty:   54 | Cost: Rs. 49785.30
[2020-07-06] SELL ADANIPORTS | Reason: TRAILING STOP        | PnL: Rs.  -131.10
[2020-07-06] BUY  AIAENG     | Qty:   31 | Cost: Rs. 49841.80
[2020-07-06] SELL APLAPOLLO  | Reason: TRAILING STOP        | PnL: Rs.  -169.20
[2020-07-06] SELL ASTRAL     | Reason: TRAILING STOP        | PnL: Rs.  -333.00
[2020-07-06] BUY  ATUL       | Qty:   10 | Cost: Rs. 45857.50
[2020-07-06] BUY  AUBANK     | Qty:  168 | Cost: Rs. 49996.80
[2020-07-06] SELL BAJAJ-AUTO | Reason: HARD STOP (1%)       | PnL: Rs.  -600.10
[2020-07-06] BUY  BAJAJHLDNG | Qty:   18 | Cost: Rs. 47780.10
[2020-07-07] SELL ABB        | Reason: TRAILING STOP        | PnL: Rs.  2540.70
[2020-07-07] BUY  ABFRL      | Qty:  395 | Cost: Rs. 49947.75
[2020-07-07] SELL ACE        | Reason: TRAILING STOP        | PnL: Rs.  4080.00
[2020-07-07] BUY  ADANIGREEN | Qty:  120 | Cost: Rs. 49650.00
[2020-07-07] BUY  APARINDS   | Qty:  145 | Cost: Rs. 49669.75
[2020-07-07] SELL APOLLOTYRE | Reason: TRAILING STOP        | PnL: Rs.  1332.85
[2020-07-07] SELL ARE_M      | Reason: TRAILING STOP        | PnL: Rs.  1227.60
[2020-07-07] BUY  ASIANPAINT | Qty:   28 | Cost: Rs. 48881.00
[2020-07-07] BUY  BAJAJFINSV | Qty:   75 | Cost: Rs. 49421.25
[2020-07-07] SELL BDL        | Reason: TRAILING STOP        | PnL: Rs.  6100.95
[2020-07-07] SELL BEL        | Reason: TRAILING STOP        | PnL: Rs.  7529.40
[2020-07-07] SELL BEML       | Reason: HARD STOP (1%)       | PnL: Rs.  -663.75
[2020-07-07] BUY  BLUEDART   | Qty:   24 | Cost: Rs. 48955.20
[2020-07-07] BUY  BOSCHLTD   | Qty:    3 | Cost: Rs. 40443.45
[2020-07-07] BUY  BRIGADE    | Qty:  344 | Cost: Rs. 49914.40
[2020-07-07] SELL CEATLTD    | Reason: TRAILING STOP        | PnL: Rs.   102.60
[2020-07-07] BUY  CENTURYPLY | Qty:  383 | Cost: Rs. 49943.20
[2020-07-08] SELL ABFRL      | Reason: HARD STOP (1%)       | PnL: Rs. -1856.50
[2020-07-08] SELL ADANIENT   | Reason: TRAILING STOP        | PnL: Rs.   936.00
[2020-07-08] SELL ADANIGREEN | Reason: HARD STOP (1%)       | PnL: Rs. -2478.00
[2020-07-08] BUY  ALKEM      | Qty:   20 | Cost: Rs. 48554.00
[2020-07-08] SELL ALKYLAMINE | Reason: TRAILING STOP        | PnL: Rs.  1353.00
[2020-07-08] SELL ALLCARGO   | Reason: TRAILING STOP        | PnL: Rs.  5187.60
[2020-07-08] BUY  AMBER      | Qty:   33 | Cost: Rs. 49838.25
[2020-07-08] SELL APARINDS   | Reason: HARD STOP (1%)       | PnL: Rs.  -732.25
[2020-07-08] BUY  APLLTD     | Qty:   53 | Cost: Rs. 49348.30
[2020-07-08] SELL ASIANPAINT | Reason: HARD STOP (1%)       | PnL: Rs. -1666.00
[2020-07-08] BUY  ASTERDM    | Qty:  405 | Cost: Rs. 49896.00
[2020-07-08] SELL ATUL       | Reason: TRAILING STOP        | PnL: Rs.   338.00
[2020-07-08] BUY  AUROPHARMA | Qty:   62 | Cost: Rs. 49717.80
[2020-07-08] SELL BAJAJFINSV | Reason: HARD STOP (1%)       | PnL: Rs. -1380.00
[2020-07-08] SELL BAJAJHLDNG | Reason: TRAILING STOP        | PnL: Rs.  2617.20
[2020-07-08] SELL BANDHANBNK | Reason: TRAILING STOP        | PnL: Rs.  4759.20
[2020-07-08] BUY  BANKBARODA | Qty:  947 | Cost: Rs. 49954.25
[2020-07-08] BUY  BBTC       | Qty:   44 | Cost: Rs. 49493.40
[2020-07-08] SELL BLUEDART   | Reason: HARD STOP (1%)       | PnL: Rs.  -655.20
[2020-07-08] SELL BRIGADE    | Reason: HARD STOP (1%)       | PnL: Rs. -1874.80
[2020-07-08] BUY  BSOFT      | Qty:  503 | Cost: Rs. 49947.90
[2020-07-08] BUY  CANBK      | Qty: 2691 | Cost: Rs. 49998.78
[2020-07-08] SELL CDSL       | Reason: TRAILING STOP        | PnL: Rs.  2490.40
[2020-07-08] BUY  CESC       | Qty:  748 | Cost: Rs. 49966.40
[2020-07-09] SELL AIAENG     | Reason: TRAILING STOP        | PnL: Rs.   649.45
[2020-07-09] SELL ALKEM      | Reason: TRAILING STOP        | PnL: Rs.   -93.00
[2020-07-09] BUY  AMBUJACEM  | Qty:  247 | Cost: Rs. 49894.00
[2020-07-09] SELL ASTERDM    | Reason: TRAILING STOP        | PnL: Rs.   -60.75
[2020-07-09] SELL AUBANK     | Reason: TRAILING STOP        | PnL: Rs.  2343.60
[2020-07-09] SELL BOSCHLTD   | Reason: TRAILING STOP        | PnL: Rs.  -210.15
[2020-07-09] BUY  BSE        | Qty:  286 | Cost: Rs. 49921.30
[2020-07-09] SELL CANBK      | Reason: TRAILING STOP        | PnL: Rs.  -134.55
[2020-07-09] SELL CENTURYPLY | Reason: TRAILING STOP        | PnL: Rs.  2144.80
[2020-07-09] BUY  CENTURYTEX | Qty:  155 | Cost: Rs. 49809.25
[2020-07-09] SELL CESC       | Reason: HARD STOP (1%)       | PnL: Rs. -1122.00
[2020-07-10] SELL AFFLE      | Reason: TRAILING STOP        | PnL: Rs.  8446.00
[2020-07-10] SELL AMBER      | Reason: TRAILING STOP        | PnL: Rs.  1084.05
[2020-07-10] SELL AMBUJACEM  | Reason: HARD STOP (1%)       | PnL: Rs. -1185.60
[2020-07-10] SELL BANKBARODA | Reason: HARD STOP (1%)       | PnL: Rs. -1089.05
[2020-07-10] BUY  BIOCON     | Qty:  120 | Cost: Rs. 49716.00
[2020-07-10] BUY  BLS        | Qty: 3194 | Cost: Rs. 49986.10
[2020-07-10] SELL BSE        | Reason: HARD STOP (1%)       | PnL: Rs. -1973.40
[2020-07-10] SELL BSOFT      | Reason: HARD STOP (1%)       | PnL: Rs.  -855.10
[2020-07-10] SELL CENTURYTEX | Reason: HARD STOP (1%)       | PnL: Rs.  -906.75
[2020-07-13] BUY  ACC        | Qty:   37 | Cost: Rs. 49802.00
[2020-07-13] SELL AUROPHARMA | Reason: TRAILING STOP        | PnL: Rs.   471.20
[2020-07-13] BUY  BALAMINES  | Qty:   79 | Cost: Rs. 49493.50
[2020-07-13] SELL BLS        | Reason: TRAILING STOP        | PnL: Rs.  -479.10
[2020-07-13] BUY  BRITANNIA  | Qty:   13 | Cost: Rs. 49358.40
[2020-07-13] BUY  CAPLIPOINT | Qty:  134 | Cost: Rs. 49861.40
[2020-07-14] BUY  3MINDIA    | Qty:    2 | Cost: Rs. 40198.70
[2020-07-14] SELL ACC        | Reason: HARD STOP (1%)       | PnL: Rs. -1920.30
[2020-07-14] SELL BBTC       | Reason: TRAILING STOP        | PnL: Rs.  1991.00
[2020-07-14] BUY  BHARTIARTL | Qty:   86 | Cost: Rs. 49751.00
[2020-07-14] SELL BRITANNIA  | Reason: HARD STOP (1%)       | PnL: Rs.  -800.15
